name
A3. Crab Rangoon
A6. Pot Stickers
U7. Hot and Sour Soup
Ramen
F2. Chicken Fried Rice
F4. Shrimp Fried Rice
C10. Orange Chicken
C11. Sesame Chicken
Thai Milk Tea
Iced Matcha Latte
Vietnamese Iced Coffee
Lemon Iced Tea
Bottle Water
Soft Drink
Avocado Smoothie
Banana Smoothie
Mango Smoothie
Pina Colada Smoothie
Pineapple Smoothie
Strawberry Smoothie
A1. Vegetable Egg Roll
A2. Shrimp Egg Roll
A3. Crab Rangoon
A4. Chicken Wings
A5. BBQ Pork
A6. Pot Stickers
A01. Edamame
A02. Gyoza
A07. Lobster Ball
A08. Seaweed Salad
A09. Avocado Salad
A10. Crunch Kani Salad
A11. Ocean Salad
A12. Tuna Salad
A13. Jalapeno Hamachi
U1. Miso Soup
U2. Chicken Noodle Soup
U3. Chicken Rice Soup
U4. Vegetable Soup
U5. Egg Drop Soup
U6. Wonton Soup
U7. Hot and Sour Soup
Ramen
N1. Vegetable Noodle Soup
N2. Chicken Noodle Soup
N3. Beef Noodle Soup
N4. Jumbo Shrimp Noodle Soup
Maguro
Sake
Hamachi
Escolar
Smoked Sake
Ebi
Ama Ebi
Tai
Tamago
Kanikama
Unagi
Masago
Tobiko
Ika
Hakkigai
F1. Vegetable Fried Rice
F2. Chicken Fried Rice
F3. Beef Fried Rice
F4. Shrimp Fried Rice
F5. BBQ Pork Fried Rice
F6. Combo Fried Rice
F7. Jumbo Shrimp Fried Rice
E1. Vegetable Egg Foo Young
E2. Chicken Egg Foo Young
E3. Beef Egg Foo Young
E4. Shrimp Egg Foo Young
E5. BBQ Pork Egg Foo Young
E6. Combo Egg Foo Young
E7. Jumbo Shrimp Egg Foo Young
Dinner for 3
V1. Mixed Vegetables
V2. Mongolian Tofu
L3. Szechuan Veggies
V4. Kung Po Tofu
V5. General Tso's Tofu
C1. Chicken Broccoli
C2. Chicken with Mixed Vegetables
C3. Chicken with Garlic Sauce
C4. Mongolian Chicken
C5. Kung Pao Chicken
C6. Szechuan Chicken
C7. Chicken Chop Suey
C8. Hunan Chicken
C9. Sweet and Sour Chicken
C10. Orange Chicken
C11. Sesame Chicken
C12. General Tso's Chicken
P1. BBQ Pork with Broccoli
P2. BBQ Pork with Mixed Vegetables
P3. Kung Po BBQ Pork
P4. Szechuan BBQ Pork
P5. BBQ Pork Chop Suey
B1. Beef Broccoli
B2. Beef with Mixed Vegetables
B3. Beef with Garlic Sauce
B4. Beef on Rice
B5. Pepper Steak
B6. Mongolian Beef
B7. Kung Po Beef
B8. Szechuan Beef
B9. Beef Chop Suey
S1. Shrimp with Broccoli
S2. Shrimp with Mixed Veggies
S3. Shrimp with Garlic Sauce
S4. Mongolian Shrimp
S5. Kung Po Shrimp
S6. Szechuan Shrimp
S7. Shrimp Chop Suey
P1. Brown Rice
P4. Steamed Rice
P5. Crispy Noodle
P6. Almond Cookies
P7. Fortune Cookies
P9. Extra Meat
P10. Side of Vegetables
Egg Roll Party Tray
Crab Rangoon Party Tray
Fried Rice Entree Party Tray
Lo Mein Party Tray
Chicken Entree Party Tray
Beef Entree Party Tray
Shrimp Entree Party Tray
Orange Chicken Party Tray
Sesame Chicken Party Tray
General Tso's Chicken Party Tray
G. Maki Tray
H. Fire City Tray
I. Deluxe Tray
