cuisines,latitude,longitude,item
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ensalada Del Mar
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ensalada Fresca
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Burrito Vegetariano
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Byob Mixers
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Queso Fundido
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chicken Fajitas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chile Rellenos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Oven Baked Ham
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Carne Asada
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Cream of Fire Rosted Poblano
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Cafe De Hoya
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Enchilada De Mole
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Regular Cafe
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos Con Jamon
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Alambres Al Pastor
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Steak Fajitas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Camarones Diabolicos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ceviche De Camaron
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Mole Poblano
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tostaditas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Potato and Egg
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Carne Asada Con Huevos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Guacamole Made To Order
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Flautas De Queso Fresco
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tampiquena
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Grilled Carne Asada
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos A La Mexicana
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tradicionales
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Veggie Quesadillas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Crawfich and Scallop Soup
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ceviche De Tilapia
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,14 Oz. New York Sirloin
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Burrito
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Te De Canela Canela
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Quesadillas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Pico De Gallo Made To Order
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tostado Frances
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chocolate Abuelita
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chilaquiles
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tea
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Taquitos De Papa
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Primavera
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chorizo
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Vanilla Ice Cream
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Menudo
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Soft Drinks
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,"Tres Pancakes Topped With Caramalized Cinnamon Apples or Fried Plantains With Straberry Preserves and Lechera. Your Choice of Side of Crispy Bacon, Ham, Smoked Sausage."
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,El Cowboy
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Fish Tacos (tilapia Filet)
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Fajitas De Camaron
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos Rancheros
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Coctel De Camaron
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,3 Taco Dinner
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Strawberries and Cream
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Camarones Ala Planche
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos Campesinos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tradition Flan
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Guava Sorbet
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Pozole
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Milk
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Key Lime Sorbet
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Limeade
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Margarita Mixer
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Cinnamon Bunuelo
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Lemonade
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Cheese Cake Flan
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Flautas De Queso Fresco
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Vegetables
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Filete Al Mojo De Ajo
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Primavera
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ceviche De Camaron
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chicken Flautas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Crawfich and Scallop Soup
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ensalada Vaquera
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Nachos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ensalada Del Mar
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Ensalada Fresca
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Burrito Vegetariano
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Guacamole Made To Order
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Byob Mixers
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Steak Fajitas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Queso Fundido
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chicken Fajitas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chile Rellenos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Crawfish and Scallop Soup
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Camarones Ala Planche
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Oven Baked Ham
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Carne Asada
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Veggie Quesadillas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Cafe De Hoya
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Milk
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,"Tres Pancakes Topped With Caramalized Cinnamon Apples or Fried Plantains With Straberry Preserves and Lechera. Your Choice of Side of Crispy Bacon, Ham, Smoked Sausage."
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Enchilada De Mole
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Limeade
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Regular Cafe
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Grilled Carne Asada
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Alambres Al Pastor
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Camarones Diabolicos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Potato and Egg
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Mole Poblano
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tostaditas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Cream of Fire Rosted Poblano
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tampiquena
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tostado Frances
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Burrito
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,3 Taco Dinner
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Te De Canela Canela
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Quesadillas
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Pico De Gallo Made To Order
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chocolate Abuelita
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chilaquiles
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tea
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Taquitos De Papa
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Fish Tacos (tilapia Filet)
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Carne Asada Con Huevos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,El Cowboy
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Chorizo
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Menudo
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Soft Drinks
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos Con Jamon
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Coctel De Camaron
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,14 Oz. New York Sirloin
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Fajitas De Camaron
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos Rancheros
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos A La Mexicana
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Huevos Campesinos
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Margarita Mixer
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Tradition Flan
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Pozole
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Lemonade
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Strawberries and Cream
"Mexican,Latin,Southwestern,Spanish",41.85908,-87.64697,Cinnamon Bunuelo
Mexican,41.85734,-87.66604,Taco Salad
Mexican,41.85734,-87.66604,Ensalada De Pollo Chicken Salad
Mexican,41.85734,-87.66604,Home Salad
Mexican,41.85734,-87.66604,Ensalada De Atun Tuna Salad
Mexican,41.85734,-87.66604,Ensalada De Jamon Ham Salad
Mexican,41.85734,-87.66604,Sandwich De Pollo
Mexican,41.85734,-87.66604,Cheese Burger with Fries
Mexican,41.85734,-87.66604,Hot Dog with Fries
Mexican,41.85734,-87.66604,Hamburger with Fries
Mexican,41.85734,-87.66604,Double Cheese Burger with Fries
Mexican,41.85734,-87.66604,Pizza Puff with Fries
Mexican,41.85734,-87.66604,Tocino
Mexican,41.85734,-87.66604,Jalapeno
Mexican,41.85734,-87.66604,Tomate
Mexican,41.85734,-87.66604,Champinones
Mexican,41.85734,-87.66604,Jamon
Mexican,41.85734,-87.66604,Cebolla
Mexican,41.85734,-87.66604,Carne Asada
Mexican,41.85734,-87.66604,Cecina
Mexican,41.85734,-87.66604,Milanesa De Res a De Pollo
Mexican,41.85734,-87.66604,Carne a La Tampiquena
Mexican,41.85734,-87.66604,Bistec a La Mexicana
Mexican,41.85734,-87.66604,Carne Asada
Mexican,41.85734,-87.66604,Chorizo
Mexican,41.85734,-87.66604,Picadillo
Mexican,41.85734,-87.66604,Al Pastor
Mexican,41.85734,-87.66604,Pollo
Mexican,41.85734,-87.66604,Lengua
Mexican,41.85734,-87.66604,Carne Asada
Mexican,41.85734,-87.66604,Chorizo
Mexican,41.85734,-87.66604,Al Pastor
Mexican,41.85734,-87.66604,Pollo
Mexican,41.85734,-87.66604,Cebolla
Mexican,41.85734,-87.66604,Sandwich De Pollo
Mexican,41.85734,-87.66604,Al Pastor
Mexican,41.85734,-87.66604,Tomate
Mexican,41.85734,-87.66604,Carne A La Tampiquena
Mexican,41.85734,-87.66604,Hot Dog With Fries
Mexican,41.85734,-87.66604,Tocino
Mexican,41.85734,-87.66604,Champinones
Mexican,41.85734,-87.66604,Bistec A La Mexicana
Mexican,41.85734,-87.66604,Cheese Burger With Fries
Mexican,41.85734,-87.66604,Carne Asada
Mexican,41.85734,-87.66604,Milanesa De Res A De Pollo
Mexican,41.85734,-87.66604,Lengua
Mexican,41.85734,-87.66604,Pollo
Mexican,41.85734,-87.66604,Jalapeno
Mexican,41.85734,-87.66604,Picadillo
Mexican,41.85734,-87.66604,Cecina
Mexican,41.85734,-87.66604,Jamon
Mexican,41.85734,-87.66604,Chorizo
Mexican,41.85734,-87.66604,Pizza Puff With Fries
Mexican,41.85734,-87.66604,Hamburger With Fries
Mexican,41.85734,-87.66604,Double Cheese Burger With Fries
Italian,41.857796,-87.6574,Bruschetta Mista
Italian,41.857796,-87.6574,Salsiccia Con Pepperonata
Italian,41.857796,-87.6574,Antipasto Al Teatro
Italian,41.857796,-87.6574,Olive Schiacciate
Italian,41.857796,-87.6574,Zuppa Del Giorno
Italian,41.857796,-87.6574,Insalata Al Teatro
Italian,41.857796,-87.6574,Insalata Siciliana
Italian,41.857796,-87.6574,Insalata Di Spinaci
Italian,41.857796,-87.6574,Insalata Caprese
Italian,41.857796,-87.6574,Insalata Cesarina
Italian,41.857796,-87.6574,Ravioloni Ai Frutti Di Mare
Italian,41.857796,-87.6574,Linguine Diavola
Italian,41.857796,-87.6574,Cozze Al Teatro
Italian,41.857796,-87.6574,Linguine Ai Frutti Di Mare
Italian,41.857796,-87.6574,Zuppa Di Mare
Italian,41.857796,-87.6574,Calamari Grigliati Or Fritti
Italian,41.857796,-87.6574,Risotto Ai Frutti Di Mare
Italian,41.857796,-87.6574,Tilapia Piccata
Italian,41.857796,-87.6574,Ravioloni All Astice
Italian,41.857796,-87.6574,Grigliato Misto
Italian,41.857796,-87.6574,Salrnone Grigliato
"Contemporary American, Gastro Pub",41.8579,-87.6574,Rotating Daily Selection
"Contemporary American, Gastro Pub",41.8579,-87.6574,Cookie Dough
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pop Tart Chestnut Rum Maple Syrup Vanilla
"Contemporary American, Gastro Pub",41.8579,-87.6574,Wood Roasted Olives
"Contemporary American, Gastro Pub",41.8579,-87.6574,Moroccan Spiced Vegetable Tagine
"Contemporary American, Gastro Pub",41.8579,-87.6574,Roasted Crystal Valley Chicken Breast
"Contemporary American, Gastro Pub",41.8579,-87.6574,Ham Sampler
"Contemporary American, Gastro Pub",41.8579,-87.6574,Slagel Family Farms Pork Collar
"Contemporary American, Gastro Pub",41.8579,-87.6574,Kentucky Fried Quail
"Contemporary American, Gastro Pub",41.8579,-87.6574,Dusek Cooler
"Contemporary American, Gastro Pub",41.8579,-87.6574,Braised Beef Cheek
"Contemporary American, Gastro Pub",41.8579,-87.6574,Torchon of Hudson Valley Foie Gras
"Contemporary American, Gastro Pub",41.8579,-87.6574,Provencal Omelet
"Contemporary American, Gastro Pub",41.8579,-87.6574,Duck Fat Frites and Harissa Ketchup
"Contemporary American, Gastro Pub",41.8579,-87.6574,Toast and House Jam
"Contemporary American, Gastro Pub",41.8579,-87.6574,Country Ham Cheese Sandwich
"Contemporary American, Gastro Pub",41.8579,-87.6574,Mariachi El Bronx
"Contemporary American, Gastro Pub",41.8579,-87.6574,Breakfast Potatoes
"Contemporary American, Gastro Pub",41.8579,-87.6574,White Cheddar Mac Cheese
"Contemporary American, Gastro Pub",41.8579,-87.6574,House Made Burrata
"Contemporary American, Gastro Pub",41.8579,-87.6574,Seared Day Boat Scallop
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pot of House Pickles
"Contemporary American, Gastro Pub",41.8579,-87.6574,Ice Cream Float
"Contemporary American, Gastro Pub",41.8579,-87.6574,Belgian Fashioned
"Contemporary American, Gastro Pub",41.8579,-87.6574,Ramp Risotto
"Contemporary American, Gastro Pub",41.8579,-87.6574,Iron Roasted P. E. I. Mussels
"Contemporary American, Gastro Pub",41.8579,-87.6574,Iron Roasted Prince Edward Island Mussels
"Contemporary American, Gastro Pub",41.8579,-87.6574,Malted Bittersweet Chocolate Ice Cream Sandwich
"Contemporary American, Gastro Pub",41.8579,-87.6574,Juicy Lucy
"Contemporary American, Gastro Pub",41.8579,-87.6574,Danish Pastry Cinnamon Roll
"Contemporary American, Gastro Pub",41.8579,-87.6574,Broccolini
"Contemporary American, Gastro Pub",41.8579,-87.6574,Steak and Eggs
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pilgrims Cup
"Contemporary American, Gastro Pub",41.8579,-87.6574,Two Eggs
"Contemporary American, Gastro Pub",41.8579,-87.6574,Plate of Assorted Cheeses
"Contemporary American, Gastro Pub",41.8579,-87.6574,Beef Fat Frites
"Contemporary American, Gastro Pub",41.8579,-87.6574,The Ordinary
"Contemporary American, Gastro Pub",41.8579,-87.6574,Classic Maine Lobster Roll
"Contemporary American, Gastro Pub",41.8579,-87.6574,Fluke and Uni Crudo
"Contemporary American, Gastro Pub",41.8579,-87.6574,Wood Roasted Blue Crab Dip
"Contemporary American, Gastro Pub",41.8579,-87.6574,The Firing Squad
"Contemporary American, Gastro Pub",41.8579,-87.6574,Wood Roasted King Salmon
"Contemporary American, Gastro Pub",41.8579,-87.6574,West Coast
"Contemporary American, Gastro Pub",41.8579,-87.6574,Duck Pt
"Contemporary American, Gastro Pub",41.8579,-87.6574,Board Beer Breakfast
"Contemporary American, Gastro Pub",41.8579,-87.6574,Choucroute
"Contemporary American, Gastro Pub",41.8579,-87.6574,The Right Stuff
"Contemporary American, Gastro Pub",41.8579,-87.6574,House Sausage
"Contemporary American, Gastro Pub",41.8579,-87.6574,Roasted Chili Churros
"Contemporary American, Gastro Pub",41.8579,-87.6574,Zabouton of Painted Hills Beef
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pilsen Artista
"Contemporary American, Gastro Pub",41.8579,-87.6574,East Coast
"Contemporary American, Gastro Pub",41.8579,-87.6574,Stuffed Pretzel
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pear Fritter Cinnamon Vanilla Diced Poach Pear
"Contemporary American, Gastro Pub",41.8579,-87.6574,Chicken and Waffles
"Contemporary American, Gastro Pub",41.8579,-87.6574,"Buttermilk Cake Donut, Key Lime Zest Glaze"
"Contemporary American, Gastro Pub",41.8579,-87.6574,Sausage Sandwich
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pan Roasted Veal Sweetbreads
"Contemporary American, Gastro Pub",41.8579,-87.6574,Wood Roasted Stuffed Pretzel
"Contemporary American, Gastro Pub",41.8579,-87.6574,Oven Roasted Tempura Fried Ramps
"Contemporary American, Gastro Pub",41.8579,-87.6574,House Gin and Tonic
"Contemporary American, Gastro Pub",41.8579,-87.6574,Wood Roasted Panzanella
"Contemporary American, Gastro Pub",41.8579,-87.6574,Roasted Green Cauliflower
"Contemporary American, Gastro Pub",41.8579,-87.6574,Crab and Artichoke Benedict
"Contemporary American, Gastro Pub",41.8579,-87.6574,Bbq Fresh Gulf Prawns
"Contemporary American, Gastro Pub",41.8579,-87.6574,Tradewinds
"Contemporary American, Gastro Pub",41.8579,-87.6574,Bacon
"Contemporary American, Gastro Pub",41.8579,-87.6574,Bouillabaisse of Maine Lobster
"Contemporary American, Gastro Pub",41.8579,-87.6574,Mixed Green Salad
"Contemporary American, Gastro Pub",41.8579,-87.6574,Smoked Strip Loin
"Contemporary American, Gastro Pub",41.8579,-87.6574,Challah French Toast
"Contemporary American, Gastro Pub",41.8579,-87.6574,Roasted Duck Meatloaf
"Contemporary American, Gastro Pub",41.8579,-87.6574,Hare Pot Pie
"Contemporary American, Gastro Pub",41.8579,-87.6574,Velveteen Sour
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pork Rillette
"Contemporary American, Gastro Pub",41.8579,-87.6574,Country Ham Sampler
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pear Salad
"Contemporary American, Gastro Pub",41.8579,-87.6574,Pistachio Pandoro
"Contemporary American, Gastro Pub",41.8579,-87.6574,General Tsos Sweetbreads
"Contemporary American, Gastro Pub",41.8579,-87.6574,Brandade Fritters
"Contemporary American, Gastro Pub",41.8579,-87.6574,Daily Rotating Selection
"Contemporary American, Gastro Pub",41.8579,-87.6574,Plate of Assorted Cheeses
"Contemporary American, Gastro Pub",41.8579,-87.6574,Werp Farm Greens
"Contemporary American, Gastro Pub",41.8579,-87.6574,Dutch Baby
"Contemporary American, Gastro Pub",41.8579,-87.6574,Duseks Shellfish Tier
American,41.852825,-87.64648,Two Brothers Ebel's Weiss
American,41.852825,-87.64648,Original Sin Cider
American,41.852825,-87.64648,Green Flash West Coast Ipa
American,41.852825,-87.64648,Three Floyds Gumballhead
American,41.852825,-87.64648,Three Floyds Alpha King
American,41.852825,-87.64648,Lagunitas Pils
American,41.852825,-87.64648,Brooklyn Lager
American,41.852825,-87.64648,Pabst Blue Ribbon
American,41.852825,-87.64648,Ommegang Abbey Ale
American,41.852825,-87.64648,Old Rasputin Russian Imperial Stout
American,41.852825,-87.64648,Left Hand Stout
American,41.852825,-87.64648,Tyranena Rocky's Revenge Bourbon Brown
American,41.852825,-87.64648,Founders Centennial Ipa
American,41.852825,-87.64648,Great Lakes Porter
American,41.852825,-87.64648,Lagunitas a Little Sumpin' Sumpin'
American,41.852825,-87.64648,Founders Red's Rye
American,41.852825,-87.64648,Sierra Nevada Celebration Ale
American,41.852825,-87.64648,Pranqster
American,41.852825,-87.64648,Founders Double Trouble
American,41.852825,-87.64648,Guinness Stout
American,41.852825,-87.64648,Victory Prima Pils
American,41.852825,-87.64648,Summit Pilsener
American,41.852825,-87.64648,Clausthauler
American,41.852825,-87.64648,Old Style
American,41.852825,-87.64648,Finch Cutthroat Pale Ale
American,41.852825,-87.64648,Bells Two Hearted Ipa
American,41.852825,-87.64648,Anderson Valley Boont Amber
American,41.852825,-87.64648,"Amstel, Corona, Spaten, Pilsener Urquel"
American,41.852825,-87.64648,"Lite, High Life, Bud, Bud Lite, Point, Point White"
American,41.852825,-87.64648,Two Brothers Ebel's Weiss (4.9% Abv)
American,41.852825,-87.64648,Vander Mill Apple Raspberry Cider (6.2%)
American,41.852825,-87.64648,Dark Horse Crooked Tree Ipa (6%)
American,41.852825,-87.64648,Three Floyds Gumballhead (5%)
American,41.852825,-87.64648,Three Floyds Alpha King (6.2%)
American,41.852825,-87.64648,Lagunitas Pils (6.2)
American,41.852825,-87.64648,Brooklyn Lager (5.2%)
American,41.852825,-87.64648,Pabst Blue Ribbon (5%)
American,41.852825,-87.64648,Old Rasputin Russian Imperial Stout (9%)
American,41.852825,-87.64648,Ephemere Begian Apple Ale (5%)
American,41.852825,-87.64648,Left Hand Stout (6%)
American,41.852825,-87.64648,Tyranena Rocky's Revenge (5.7%)
American,41.852825,-87.64648,Founders Centennial Ipa (7.2%)
American,41.852825,-87.64648,Great Lakes Porter (6%)
American,41.852825,-87.64648,Founders Red's Rye (6.6%)
American,41.852825,-87.64648,Daisy Cutter Pale Ale (5.2%)
American,41.852825,-87.64648,Pranqster Begian Golden Ale (7.6%)
American,41.852825,-87.64648,Strongbow Cider (5.2%)
American,41.852825,-87.64648,Guinness Stout (4.1%)
American,41.852825,-87.64648,Victory Prima Pils (5.2%)
American,41.852825,-87.64648,Summit Pilsener (5.3%)
American,41.852825,-87.64648,"Amstel, Corona, Pilsner Urquel"
American,41.852825,-87.64648,"Lite, High Life, Bud, Bud Light, Point, Point White"
American,41.852825,-87.64648,Finch Cutthroat Pale Ale (5.2%)
American,41.852825,-87.64648,Bells Oberon (6%)
American,41.852825,-87.64648,Anderson Valley Boont Amber (5%)
American,41.852825,-87.64648,Clausthaler (Na)
American,41.852825,-87.64648,Basket of Tater Tots Or Fries
American,41.852825,-87.64648,Potato & Cheese Pierogies
American,41.852825,-87.64648,Soup
American,41.852825,-87.64648,Roasted Garlic Hummus
American,41.852825,-87.64648,Mac&Cheese
American,41.852825,-87.64648,Porter Cheese Dip
American,41.852825,-87.64648,Mixed Greens
American,41.852825,-87.64648,Spinach Salad
American,41.852825,-87.64648,Panko Breaded Fried Chicken Breast
American,41.852825,-87.64648,Market Pasta
American,41.852825,-87.64648,Black Bean Burger
American,41.852825,-87.64648,Chipotle Bbq Chicken Sandwich
American,41.852825,-87.64648,Cheese Burger
American,41.852825,-87.64648,Beer Battered Cod Sandwich
American,41.852825,-87.64648,Roasted Veggie Sandwich
American,41.852825,-87.64648,Grilled Salmon
American,41.852825,-87.64648,Skylark Burger
American,41.852825,-87.64648,Cuban Sandwich
American,41.852825,-87.64648,Old Style
American,41.852825,-87.64648,Clausthaler (na)
American,41.852825,-87.64648,Soup
American,41.852825,-87.64648,Roasted Veggie Sandwich
American,41.852825,-87.64648,Basket of Tater Tots or Fries
American,41.852825,-87.64648,Lagunitas Pils (6.2)
American,41.852825,-87.64648,Old Style
American,41.852825,-87.64648,Spinach Salad
American,41.852825,-87.64648,Panko Breaded Fried Chicken Breast
American,41.852825,-87.64648,Anderson Valley Boont Amber
American,41.852825,-87.64648,Three Floyds Gumballhead
American,41.852825,-87.64648,"Amstel, Corona, Pilsner Urquel"
American,41.852825,-87.64648,Clausthaler (na)
American,41.852825,-87.64648,Finch Cutthroat Pale Ale
American,41.852825,-87.64648,Beer Battered Cod Sandwich
American,41.852825,-87.64648,Porter Cheese Dip
American,41.852825,-87.64648,Skylark Burger
American,41.852825,-87.64648,Ommegang Abbey Ale
American,41.852825,-87.64648,Roasted Garlic Hummus
American,41.852825,-87.64648,Three Floyds Alpha King
American,41.852825,-87.64648,Great Lakes Porter
American,41.852825,-87.64648,Green Flash West Coast Ipa
American,41.852825,-87.64648,Basket of Tater Tots or Fries
American,41.852825,-87.64648,Bells Two Hearted Ipa
American,41.852825,-87.64648,Roasted Veggie Sandwich
American,41.852825,-87.64648,Lagunitas Pils
American,41.852825,-87.64648,Pranqster
American,41.852825,-87.64648,Original Sin Cider
American,41.852825,-87.64648,Summit Pilsener
American,41.852825,-87.64648,Brooklyn Lager
American,41.852825,-87.64648,Guinness Stout
American,41.852825,-87.64648,Mixed Greens
American,41.852825,-87.64648,Founders Double Trouble
American,41.852825,-87.64648,Founders Centennial Ipa
American,41.852825,-87.64648,Lagunitas Pils (6.2)
American,41.852825,-87.64648,Pabst Blue Ribbon
American,41.852825,-87.64648,Left Hand Stout
American,41.852825,-87.64648,Soup
American,41.852825,-87.64648,"Amstel, Corona, Spaten, Pilsener Urquel"
American,41.852825,-87.64648,Clausthauler
American,41.852825,-87.64648,Cuban Sandwich
American,41.852825,-87.64648,Victory Prima Pils
American,41.852825,-87.64648,Market Pasta
American,41.852825,-87.64648,Black Bean Burger
American,41.852825,-87.64648,Grilled Salmon
