cuisines,latitude,longitude,item
"Coffee and Tea,Chain Restaurant",41.834486,-87.674421,Starbucks Refreshers Orange Melon
"Coffee and Tea,Chain Restaurant",41.834486,-87.674421,Starbucks Refreshers Raspberry Pomegranate
"American,Fast Food,Burgers",41.838974,-87.64689,Double Cheeseburger
"American,Fast Food,Burgers",41.838974,-87.64689,Cheeseburger
"American,Fast Food,Burgers",41.838974,-87.64689,Hamburger
"American,Fast Food,Burgers",41.838974,-87.64689,Grilled Artisan Chicken
"American,Fast Food,Burgers",41.838974,-87.64689,Buttermilk Crispy Chicken
"American,Fast Food,Burgers",41.838974,-87.64689,Bacon Ranch Grilled Chicken Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Hotcakes & Sausage
"American,Fast Food,Burgers",41.838974,-87.64689,Big Breakfast
"American,Fast Food,Burgers",41.838974,-87.64689,Hashbrown
"American,Fast Food,Burgers",41.838974,-87.64689,Fruit N Yogurt Parfait
"American,Fast Food,Burgers",41.838974,-87.64689,Bacon Egg & Cheese Biscuit
"American,Fast Food,Burgers",41.838974,-87.64689,Fruit & Maple Oatmeal
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Biscuit
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Burrito
"American,Fast Food,Burgers",41.838974,-87.64689,Hotcakes
"American,Fast Food,Burgers",41.838974,-87.64689,Big Breakfast with Hotcakes
"American,Fast Food,Burgers",41.838974,-87.64689,Apple Slices
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Biscuit with Egg
"American,Fast Food,Burgers",41.838974,-87.64689,Side Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Hot Fudge Sundae
"American,Fast Food,Burgers",41.838974,-87.64689,Kiddie Cone
"American,Fast Food,Burgers",41.838974,-87.64689,Strawberry Sundae
"American,Fast Food,Burgers",41.838974,-87.64689,Baked Apple Pie
"American,Fast Food,Burgers",41.838974,-87.64689,Chocolate Chip Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Vanilla Cone
"American,Fast Food,Burgers",41.838974,-87.64689,Hot Caramel Sundae
"American,Fast Food,Burgers",41.838974,-87.64689,Strawberry & CríÂme Pie
"American,Fast Food,Burgers",41.838974,-87.64689,Oatmeal Raisin Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Happy Meal Hamburger
"American,Fast Food,Burgers",41.838974,-87.64689,Happy Meal Cheeseburger
"American,Fast Food,Burgers",41.838974,-87.64689,Bacon Ranch Salad with Buttermilk Crispy Chicken
"American,Fast Food,Burgers",41.838974,-87.64689,Southwest Buttermilk Crispy Chicken Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Bacon Ranched Grilled Chicken Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Southwest Grilled Chicken Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Iced Tea
"American,Fast Food,Burgers",41.838974,-87.64689,Sweet Tea
"American,Fast Food,Burgers",41.838974,-87.64689,Fat Free Chocolate Milk Jug
"American,Fast Food,Burgers",41.838974,-87.64689,1% Low Fat Milk Jug
"American,Fast Food,Burgers",41.838974,-87.64689,Honest Kids Appley Ever After Organic Juice Drink
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Bacon & Cheese
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Mushroom & Swiss
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Crispy Chicken Classic Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Crispy Chicken Club Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Crispy Chicken Ranch Blt Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Mcchicken
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Deluxe Snack Wrap
"American,Fast Food,Burgers",41.838974,-87.64689,Chipotle Bbq Snack Wrap (Crispy)
"American,Fast Food,Burgers",41.838974,-87.64689,Honey Mustard Snack Wrap (Crispy)
"American,Fast Food,Burgers",41.838974,-87.64689,Ranch Snack Wrap (Crispy)
"American,Fast Food,Burgers",41.838974,-87.64689,Mac Snack Wrap
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Deluxe
"American,Fast Food,Burgers",41.838974,-87.64689,Big Mac
"American,Fast Food,Burgers",41.838974,-87.64689,Mcdouble
"American,Fast Food,Burgers",41.838974,-87.64689,Southern Style Crispy Chicken Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Grilled Chicken Classic Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Grilled Chicken Club Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Grilled Chicken Ranch Blt Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Bacon & Cheese Snack Wrap
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Mushroom & Swiss Snack Wrap
"American,Fast Food,Burgers",41.838974,-87.64689,Chipotle Bbq Snack Wrap (Grilled)
"American,Fast Food,Burgers",41.838974,-87.64689,Honey Mustard Snack Wrap (Grilled)
"American,Fast Food,Burgers",41.838974,-87.64689,Ranch Snack Wrap (Grilled)
"American,Fast Food,Burgers",41.838974,-87.64689,Join the Club. the Club Who Loves the Flavorful Pork & Tangy Barbeque Sauce of Our Favorite Sandwich.
"American,Fast Food,Burgers",41.838974,-87.64689,Spicy Chicken Mcbites
"American,Fast Food,Burgers",41.838974,-87.64689,Chicken Selects Premium Breast Strips
"American,Fast Food,Burgers",41.838974,-87.64689,Chicken Mcnuggets
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Bacon Ranch Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Southwest Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Fruit & Walnuts
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Caesar Salad
"American,Fast Food,Burgers",41.838974,-87.64689,World Famous Fries
"American,Fast Food,Burgers",41.838974,-87.64689,Fruit 'N Yogurt Parfait
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Roast Coffee
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Mocha
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Latte
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Hot Chocolate
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Iced Mocha
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Iced Latte
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Frappí© Caramel
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Strawberry Banana Real Fruit Smoothie
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Mango Pineapple Real Fruit Smoothie
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Cherry Berry Chiller
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Strawberry Shake
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Roast Iced Coffee
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Caramel Mocha
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Cappuccino
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Caramel Hot Chocolate
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Iced Caramel Mocha
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Frappí© Mocha
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Frappí© Chocolate Chip
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Wild Berry Real Fruit Smoothie
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Frozen Strawberry Lemonade
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Chocolate Shake
"American,Fast Food,Burgers",41.838974,-87.64689,Mccafí© Vanilla Shake
"American,Fast Food,Burgers",41.838974,-87.64689,Dipped Cone
"American,Fast Food,Burgers",41.838974,-87.64689,S'mores Pie
"American,Fast Food,Burgers",41.838974,-87.64689,Soft Baked Chocolate Chip Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Soft Baked Sugar Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Soft Baked Oatmeal Raisin Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Egg Mcmuffin
"American,Fast Food,Burgers",41.838974,-87.64689,"Bacon, Egg & Cheese Mcgriddles"
"American,Fast Food,Burgers",41.838974,-87.64689,"Sausage, Egg & Cheese Mcgriddles"
"American,Fast Food,Burgers",41.838974,-87.64689,"Bacon, Egg & Cheese Bagel"
"American,Fast Food,Burgers",41.838974,-87.64689,Blueberry Banana Nut Oatmeal
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Mcmuffin
"American,Fast Food,Burgers",41.838974,-87.64689,"Bacon, Egg & Cheese Biscuit"
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Mcgriddles
"American,Fast Food,Burgers",41.838974,-87.64689,Cinnamon Melts
"American,Fast Food,Burgers",41.838974,-87.64689,Southern Style Chicken Biscuit
"American,Fast Food,Burgers",41.838974,-87.64689,Hash Browns
"American,Fast Food,Burgers",41.838974,-87.64689,Sprite
"American,Fast Food,Burgers",41.838974,-87.64689,Soft Baked Chocolate Chip Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Crispy Chicken Classic Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Cinnamon Melts
"American,Fast Food,Burgers",41.838974,-87.64689,Hotcakes
"American,Fast Food,Burgers",41.838974,-87.64689,Cheeseburger
"American,Fast Food,Burgers",41.838974,-87.64689,Ranch Snack Wrap (crispy)
"American,Fast Food,Burgers",41.838974,-87.64689,Sweet Tea
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Mcmuffin
"American,Fast Food,Burgers",41.838974,-87.64689,Ranch Snack Wrap (grilled)
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Crispy Chicken Club Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Fat Free Chocolate Milk Jug
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Mcgriddles
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Grilled Chicken Ranch Blt Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Roast Iced Coffee
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Caesar Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Soft Baked Oatmeal Raisin Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Baked Apple Pie
"American,Fast Food,Burgers",41.838974,-87.64689,Hash Browns
"American,Fast Food,Burgers",41.838974,-87.64689,Chicken Mcnuggets
"American,Fast Food,Burgers",41.838974,-87.64689,Spicy Chicken Mcbites
"American,Fast Food,Burgers",41.838974,-87.64689,Apple Slices
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Deluxe
"American,Fast Food,Burgers",41.838974,-87.64689,Kiddie Cone
"American,Fast Food,Burgers",41.838974,-87.64689,Vanilla Cone
"American,Fast Food,Burgers",41.838974,-87.64689,Angus Deluxe Snack Wrap
"American,Fast Food,Burgers",41.838974,-87.64689,Side Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Hamburger
"American,Fast Food,Burgers",41.838974,-87.64689,Big Mac
"American,Fast Food,Burgers",41.838974,-87.64689,Soft Baked Sugar Cookie
"American,Fast Food,Burgers",41.838974,-87.64689,Hot Fudge Sundae
"American,Fast Food,Burgers",41.838974,-87.64689,Chipotle Bbq Snack Wrap (crispy)
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Grilled Chicken Classic Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Big Breakfast
"American,Fast Food,Burgers",41.838974,-87.64689,Egg Mcmuffin
"American,Fast Food,Burgers",41.838974,-87.64689,Dipped Cone
"American,Fast Food,Burgers",41.838974,-87.64689,Hot Caramel Sundae
"American,Fast Food,Burgers",41.838974,-87.64689,World Famous Fries
"American,Fast Food,Burgers",41.838974,-87.64689,Chipotle Bbq Snack Wrap (grilled)
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Grilled Chicken Club Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Sprite
"American,Fast Food,Burgers",41.838974,-87.64689,Double Cheeseburger
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Crispy Chicken Ranch Blt Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Mcdouble
"American,Fast Food,Burgers",41.838974,-87.64689,Southern Style Chicken Biscuit
"American,Fast Food,Burgers",41.838974,-87.64689,Strawberry Sundae
"American,Fast Food,Burgers",41.838974,-87.64689,Blueberry Banana Nut Oatmeal
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Bacon Ranch Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Honey Mustard Snack Wrap (grilled)
"American,Fast Food,Burgers",41.838974,-87.64689,Chicken Selects Premium Breast Strips
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Biscuit
"American,Fast Food,Burgers",41.838974,-87.64689,Mac Snack Wrap
"American,Fast Food,Burgers",41.838974,-87.64689,Honey Mustard Snack Wrap (crispy)
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Roast Coffee
"American,Fast Food,Burgers",41.838974,-87.64689,Premium Southwest Salad
"American,Fast Food,Burgers",41.838974,-87.64689,Iced Tea
"American,Fast Food,Burgers",41.838974,-87.64689,Mcchicken
"American,Fast Food,Burgers",41.838974,-87.64689,Southern Style Crispy Chicken Sandwich
"American,Fast Food,Burgers",41.838974,-87.64689,Sausage Burrito
Fast Food,41.83692,-87.665642,Chickenampcomma Apple ampamp Cranberry Garden Fresh Salad
Fast Food,41.83692,-87.665642,Chicken BLT Garden Fresh Salad
Fast Food,41.83692,-87.665642,Chicken Caesar Garden Fresh Salad
Fast Food,41.83692,-87.665642,Garden Side Salad
Fast Food,41.83692,-87.665642,Ranch Crispy Chicken Wrap
Fast Food,41.83692,-87.665642,Honey Mustard Crispy Chicken Wrap
Fast Food,41.83692,-87.665642,Whopper Sandwich
Fast Food,41.83692,-87.665642,Double Whopper Sandwich
Fast Food,41.83692,-87.665642,Triple Whopper Sandwich
Fast Food,41.83692,-87.665642,Whopper Jr Sandwich
Fast Food,41.83692,-87.665642,BK Single Stacker
Fast Food,41.83692,-87.665642,BK Double Stacker
Fast Food,41.83692,-87.665642,BK Triple Stacker
Fast Food,41.83692,-87.665642,Hamburger
Fast Food,41.83692,-87.665642,Double Hamburger
Fast Food,41.83692,-87.665642,Cheeseburger
Fast Food,41.83692,-87.665642,Double Cheeseburger
Fast Food,41.83692,-87.665642,Bacon ampamp Cheddar BK Toppers Burger
Fast Food,41.83692,-87.665642,Mushroom ampamp Swiss BK Toppers Burger
Fast Food,41.83692,-87.665642,BBQ BK Toppers Burger
Fast Food,41.83692,-87.665642,BK Chef39s Choice Burger
Fast Food,41.83692,-87.665642,BK Veggie Burger
Fast Food,41.83692,-87.665642,Tendercrisp Chicken Sandwich
Fast Food,41.83692,-87.665642,Tendergrill Chicken Sandwich
Fast Food,41.83692,-87.665642,Classic Chicken Crisp Sandwich
Fast Food,41.83692,-87.665642,Spicy Chicken Crisp Sandwich
Fast Food,41.83692,-87.665642,Original Chicken Sandwich
Fast Food,41.83692,-87.665642,BK Big Fish
Fast Food,41.83692,-87.665642,Chicken Strips 3 Piece
Fast Food,41.83692,-87.665642,Chicken Strips 5 Piece
Fast Food,41.83692,-87.665642,Chicken Tenders
Fast Food,41.83692,-87.665642,Salted French Fries
Fast Food,41.83692,-87.665642,Onion Rings
Fast Food,41.83692,-87.665642,BK Fresh Apple Slices
Fast Food,41.83692,-87.665642,Fruit Topped Maple Flavored Quaker Oatmeal
Fast Food,41.83692,-87.665642,Original Maple Flavored Quaker Oatmeal
Fast Food,41.83692,-87.665642,Hamburger Kids Meal
Fast Food,41.83692,-87.665642,Cheeseburger Kids Meal
Fast Food,41.83692,-87.665642,Chicken Tenders Kids Meal 4 Piece
Fast Food,41.83692,-87.665642,Chicken Tenders Kids Meal 6 Piece
Fast Food,41.83692,-87.665642,Fat Free Milk
Fast Food,41.83692,-87.665642,Low Fat Chocolate Milk
Fast Food,41.83692,-87.665642,Whopper Sandwich Meal
Fast Food,41.83692,-87.665642,Double Whopper Sandwich Meal
Fast Food,41.83692,-87.665642,Triple Whopper Sandwich Meal
Fast Food,41.83692,-87.665642,Whopper Jr Sandwich Meal
Fast Food,41.83692,-87.665642,BK Chef39s Choice Burger Meal
Fast Food,41.83692,-87.665642,Bacon ampamp Cheddar BK Toppers Burger Meal
Fast Food,41.83692,-87.665642,Mushroom ampamp Swiss BK Toppers Burger Meal
Fast Food,41.83692,-87.665642,BK Double Stacker Meal
Fast Food,41.83692,-87.665642,Tendercrisp Chicken Sandwich Meal
Fast Food,41.83692,-87.665642,Tendergrill Chicken Sandwich Meal
Fast Food,41.83692,-87.665642,Original Chicken Sandwich Meal
Fast Food,41.83692,-87.665642,BK Big Fish Meal
Fast Food,41.83692,-87.665642,Chicken Strips Meal 3 Piece
Fast Food,41.83692,-87.665642,Chicken Strips Meal 5 Piece
Fast Food,41.83692,-87.665642,BK Strawberry Banana Smoothie
Fast Food,41.83692,-87.665642,BK Tropical Mango Smoothie
Fast Food,41.83692,-87.665642,BK Mocha Frappe
Fast Food,41.83692,-87.665642,BK Caramel Frappe
Fast Food,41.83692,-87.665642,Caramel Sundae
Fast Food,41.83692,-87.665642,Strawberry Sundae
Fast Food,41.83692,-87.665642,Chocolate Fudge Sundae
Fast Food,41.83692,-87.665642,Oreo Sundae
Fast Food,41.83692,-87.665642,Oreo Brownie Sundae
Fast Food,41.83692,-87.665642,MampM39s Brand Minis Chocolate Candies Sundae
Fast Food,41.83692,-87.665642,Dutch Apple Pie
Fast Food,41.83692,-87.665642,Hershey Sundae Pie
Fast Food,41.83692,-87.665642,Chocolate Hand Spun Shake
Fast Food,41.83692,-87.665642,Strawberry Hand Spun Shake
Fast Food,41.83692,-87.665642,Vanilla Hand Spun Shake
Fast Food,41.83692,-87.665642,Vanilla Soft Serve
Fast Food,41.83692,-87.665642,CocaCola
Fast Food,41.83692,-87.665642,Diet Coke
Fast Food,41.83692,-87.665642,Sprite
Fast Food,41.83692,-87.665642,Dr Pepper
Fast Food,41.83692,-87.665642,Mello Yello
Fast Food,41.83692,-87.665642,Minute Maid Lemonade
Fast Food,41.83692,-87.665642,Minute Maid Light Lemonade
Fast Food,41.83692,-87.665642,Coke Icee
Fast Food,41.83692,-87.665642,Cherry Icee
Fast Food,41.83692,-87.665642,Minute Maid Orange Juice
Fast Food,41.83692,-87.665642,Minute Maid Apple Juice
Fast Food,41.83692,-87.665642,Nestle Pure Life Purified Water
Fast Food,41.83692,-87.665642,Seattleampaposs Best Coffee
Fast Food,41.83692,-87.665642,Seattleampaposs Best Coffee Decaf
Fast Food,41.83692,-87.665642,Iced Seattleampaposs Best Coffee
Fast Food,41.83692,-87.665642,Iced Seattleampaposs Best Coffee Mocha
Fast Food,41.83692,-87.665642,Iced Seattleampaposs Best Coffee Vanilla
Fast Food,41.83692,-87.665642,Sausageampcomma Egg ampamp Cheese Croissanwich Meal
Fast Food,41.83692,-87.665642,Hamampcomma Egg ampamp Cheese Croissanwich Meal
Fast Food,41.83692,-87.665642,Baconampcomma Egg ampamp Cheese Croissanwich Meal
Fast Food,41.83692,-87.665642,Double Croissanwich Meal
Fast Food,41.83692,-87.665642,Sausageampcomma Egg ampamp Cheese Biscuit Meal
Fast Food,41.83692,-87.665642,Hamampcomma Egg ampamp Cheese Biscuit Meal
Fast Food,41.83692,-87.665642,Baconampcomma Egg ampamp Cheese Biscuit Meal
Fast Food,41.83692,-87.665642,Sausageampcomma Egg ampamp Cheese Muffin Sandwich Meal
Fast Food,41.83692,-87.665642,Sausage ampamp Cheese Muffin Sandwich Meal
Fast Food,41.83692,-87.665642,2 Sausage Breakfast Burritos Meal
Fast Food,41.83692,-87.665642,Southwestern Breakfast Burrito Meal
Fast Food,41.83692,-87.665642,Sausageampcomma Egg ampamp Cheese Muffin Sandwich
Fast Food,41.83692,-87.665642,Sausage Biscuit
Fast Food,41.83692,-87.665642,Sausageampcomma Egg ampamp Cheese Biscuit
Fast Food,41.83692,-87.665642,Baconampcomma Egg ampamp Cheese Biscuit
Fast Food,41.83692,-87.665642,Hamampcomma Egg ampamp Cheese Biscuit
Fast Food,41.83692,-87.665642,Egg ampamp Cheese Croissanwich
Fast Food,41.83692,-87.665642,Sausage ampamp Cheese Croissanwich
Fast Food,41.83692,-87.665642,Sausageampcomma Egg ampamp Cheese Croissanwich
Fast Food,41.83692,-87.665642,Baconampcomma Egg ampamp Cheese Croissanwich
Fast Food,41.83692,-87.665642,Hamampcomma Egg ampamp Cheese Croissanwich
Fast Food,41.83692,-87.665642,Double Croissanwich with Double Sausage
Fast Food,41.83692,-87.665642,Double Croissanwich with Ham ampamp Bacon
Fast Food,41.83692,-87.665642,Double Croissanwich with Double Ham
Fast Food,41.83692,-87.665642,Double Croissanwich with Ham ampamp Sausage
Fast Food,41.83692,-87.665642,Double Croissanwich with Double Bacon
Fast Food,41.83692,-87.665642,Double Croissanwich with Sausage ampamp Bacon
Fast Food,41.83692,-87.665642,Sausage Breakfast Burrito
Fast Food,41.83692,-87.665642,Southwestern Breakfast Burrito
Fast Food,41.83692,-87.665642,BK Ultimate Breakfast Platter
Fast Food,41.83692,-87.665642,Pancakes ampamp Sausage Platter
Fast Food,41.83692,-87.665642,Ciniminis 4 Piece
Fast Food,41.83692,-87.665642,French Toast Sticks 3 Piece
Fast Food,41.83692,-87.665642,Hash Browns
Fast Food,41.83692,-87.665642,Sausage ampamp Cheese Muffin Sandwich
Fast Food,41.83692,-87.665642,Minute Miad Orange Juice
Fast Food,41.83692,-87.665642,French Toast Sticks 5 Piece
Fast Food,41.83692,-87.665642,Original Maple Flavored Quaker Oatmeal Kids Meal
Fast Food,41.83692,-87.665642,Strawberry Banana Smoothie
Fast Food,41.83692,-87.665642,Tropical Mango Smoothie
Fast Food,41.83692,-87.665642,Mocha Frappe
Fast Food,41.83692,-87.665642,Caramel Frappe
Mexican Restaurants,41.83481,-87.64621,Carne Asada Taco
Mexican Restaurants,41.83481,-87.64621,Carne Asada Burrito
Mexican Restaurants,41.83481,-87.64621,Guacamole Con Chips
Mexican Restaurants,41.83481,-87.64621,Chips Con Salsa
Mexican Restaurants,41.83481,-87.64621,Super Nachos
Mexican Restaurants,41.83481,-87.64621,Chips Con Salsa
Mexican Restaurants,41.83481,-87.64621,Carne Asada Taco
Mexican Restaurants,41.83481,-87.64621,Carne Asada Burrito
Mexican Restaurants,41.83481,-87.64621,Guacamole Con Chips
Mexican Restaurants,41.83481,-87.64621,Super Nachos
Mexican Restaurants,41.85782,-87.664795,Sour Cream
Mexican Restaurants,41.85782,-87.664795,Steak
Mexican Restaurants,41.85782,-87.664795,Grilled Garlic
Mexican Restaurants,41.85782,-87.664795,Con Carne
Mexican Restaurants,41.85782,-87.664795,Beans
Mexican Restaurants,41.85782,-87.664795,Quesadillas Tor Tilla De Maiz
Mexican Restaurants,41.85782,-87.664795,Flank Steak
Mexican Restaurants,41.85782,-87.664795,Cheese
Mexican Restaurants,41.85782,-87.664795,Grilled Onions
Mexican Restaurants,41.85782,-87.664795,Tripe
Mexican Restaurants,41.85782,-87.664795,Pork Tr Ipe
Mexican Restaurants,41.85782,-87.664795,Tacos Especial
Mexican Restaurants,41.85782,-87.664795,Mexican Sausage and Egg
Mexican Restaurants,41.85782,-87.664795,Avocado
Mexican Restaurants,41.85782,-87.664795,Dried Beef
Mexican Restaurants,41.85782,-87.664795,Tacos
Mexican Restaurants,41.85782,-87.664795,Steamed Beef
Mexican Restaurants,41.85782,-87.664795,Tongue
Mexican Restaurants,41.85782,-87.664795,Quesadillas Tor Tilla De Harina
Mexican Restaurants,41.85782,-87.664795,Minimum 2 Tacos
Mexican Restaurants,41.85782,-87.664795,Rice
Mexican Restaurants,41.85782,-87.664795,Ham and Egg
Mexican Restaurants,41.85782,-87.664795,Breaded Steak
Mexican Restaurants,41.85782,-87.664795,Ham
Mexican Restaurants,41.85782,-87.664795,Basket of Chips
American,41.844408,-87.660133,Fried Cheese Curds
American,41.844408,-87.660133,Rice Cake Fingers
American,41.844408,-87.660133,Buffalo Chorizo Chicken Thigh
American,41.844408,-87.660133,Hamburger Sandwich
American,41.844408,-87.660133,Duck ampamp Foie Tamale
American,41.844408,-87.660133,Duck Fat Dog
American,41.844408,-87.660133,Chili Cheese Fries
American,41.844408,-87.660133,Bar Salad
American,41.844408,-87.660133,Potted Foie Gras
American,41.844408,-87.660133,Spot Prawns
American,41.844408,-87.660133,Apples ampamp Celery
American,41.844408,-87.660133,Crispy Baby Chicken
American,41.844408,-87.660133,Nantucket Lemon Sole
American,41.844408,-87.660133,Braised Brisket
American,41.844408,-87.660133,Rotisserie Duck
American,41.844408,-87.660133,Clam Stew
American,41.844408,-87.660133,Sumac Spiced Lamb Saddle
American,41.844408,-87.660133,Robiola Cheese
American,41.844408,-87.660133,Sticky Toffee Pudding
American,41.844408,-87.660133,Pure Chocolate Beignets
American,41.844408,-87.660133,Apple ampamp Parsnip Brown Betty
American,41.844408,-87.660133,You Serious Clark
American,41.844408,-87.660133,Brouwerij Boon Kriek
American,41.844408,-87.660133,M Chapoutier Banyuls
American,41.844408,-87.660133,Chambers Rosewood Rutherglen Muscat
American,41.844408,-87.660133,The Duck Out
American,41.844408,-87.660133,The Don
American,41.844408,-87.660133,SloeR GinIer Fizz
American,41.844408,-87.660133,Anton Chigurh
American,41.844408,-87.660133,IPA
American,41.844408,-87.660133,Helio Unfiltered Lager
American,41.844408,-87.660133,The Machine American Pale Ale
American,41.844408,-87.660133,Nectarine IPA
American,41.844408,-87.660133,Don39t Bring Me Downampcomma Zeus Double IPA
American,41.844408,-87.660133,Festivity Brown Ale
American,41.844408,-87.660133,Waterzooi Thanksgiving Saison
American,41.844408,-87.660133,Omega Midnight Foreign Style Stout
American,41.844408,-87.660133,Outlawger
American,41.844408,-87.660133,Pils
American,41.844408,-87.660133,Bubbly Creek Berliner Weiss
American,41.844408,-87.660133,Schlitz American Lager
American,41.844408,-87.660133,Dynamo Copper Lager
American,41.844408,-87.660133,Domaine Dupage French Style Country Ale
American,41.844408,-87.660133,Apex Predator Farmhouse Ale
American,41.844408,-87.660133,Matilda Belgian Pale Ale
American,41.844408,-87.660133,Maya Dry Hopped Belgian Golden
American,41.844408,-87.660133,Undertaker Belgian Dark
American,41.844408,-87.660133,Distorter Porter
American,41.844408,-87.660133,Chardonnay
American,41.844408,-87.660133,TerretVermentino
American,41.844408,-87.660133,Sauvignon Blanc
American,41.844408,-87.660133,CheninViognier
American,41.844408,-87.660133,Pinot Noir
American,41.844408,-87.660133,Cabernet
American,41.844408,-87.660133,Cote Du Rhone
American,41.844408,-87.660133,Bordeaux Blend
American,41.844408,-87.660133,Prosecco
"Barbecue,Barbecue Restaurants",41.83452,-87.66575,Rib Tips
"Barbecue,Barbecue Restaurants",41.83452,-87.66575,Fries
"Barbecue,Barbecue Restaurants",41.83452,-87.66575,Buffalo Wings
"Barbecue,Barbecue Restaurants",41.83452,-87.66575,Mozzarella Sticks
"Barbecue,Barbecue Restaurants",41.83452,-87.66575,Gyro Plate
Fast Food,41.866665,-87.685679,Soft Drink
Fast Food,41.866665,-87.685679,Iced Tea
Fast Food,41.866665,-87.685679,Shake
Fast Food,41.866665,-87.685679,Smoothie
Fast Food,41.866665,-87.685679,Orange Juice
Fast Food,41.866665,-87.685679,Milk
Fast Food,41.866665,-87.685679,Bottled Water
Fast Food,41.866665,-87.685679,Apple Juice Box
Fast Food,41.866665,-87.685679,Monster Energy
Fast Food,41.866665,-87.685679,Coffee
Fast Food,41.866665,-87.685679,Small Decaf Coffee
Fast Food,41.866665,-87.685679,Medium Hot Chocolate
Fast Food,41.866665,-87.685679,Medium Hot Tea
