name
Breakfast Burrito
Breakfast Sandwich
Breakfast Chilaquiles
Peanut Butter Banana Cocoa Pancakes
GingerbreadToast
Side of Home Fries
Side of Breakfast Meat
House Baked English Muffin
Avocado Fries
Pulled Pork Nachos
Ground Beef Empanadas
Harvest Salad
Cauliflower Salad
Blue Scotch Kale Salad
Plantain Sandwich
Grilled Shrimp and Fried Oyster Po'Boy
Vegetable Burger
El Cubano Sandwich
Grilled Chicken Sandwich
Grilled Burger
Avocado Fries
Ground Beef Empanadas
Pulled Pork Nachos
Cauliflower Salad
Kale Salad
Cider Glazed Brussel Sprouts
Baked Mac and Cheese
Cuban Black Beans and Rice
Farm Greens
French Fries
Kid's Mac and Cheese
Kid's Buttered Noodles
Kid's Grilled Mini Burger
Kid's Chicken Fingers
Kid's Quesadilla
Kid's Grilled Cheese Sammy
Kid's Grilled PB and J
Peanut Butter Oatmeal
Pistachio-Rum Cake
