name
Egg Rolls
Vegetable Egg Rolls
Crab Rangoons (6)
Fried Crabmeat
Fried Shrimp (6)
Pot Stickers (3)
Vegetable Pot Stickers
Bar-B-Q Pork
Teriyaki Stick
Fried Chicken Wings (8)
French Fries
Fried Wonton
Deep Fried Milk (6)
Scallion Pancake
Shrimp Dumplings
Pork Dumplings
Shanghai Spring Rolls (2)
Egg Drop Soup
Chinese Vegetable Soup
Chicken Rice Soup
Chicken Noodle Soup
Wonton Soup
Wonton Noodle Soup
Hot & Sour Soup
Seafood Combination Soup
Plain Fried Rice
Vegetable Fried Rice
Mushroom Fried Rice
Crabmeat Fried Rice
Bar-B-Q Pork Fried Rice
Chicken Fried Rice
Beef Fried Rice
Shrimp Fried Rice
House Special Fried Rice
Hunan Fried Rice
Jumbo Shrimp Fried Rice
Plain Egg Foo Young
Vegetable Egg Foo Young
Bar-B-Q Pork Egg Foo Young
Chicken Egg Foo Young
Beef Egg Foo Young
Crabmeat Egg Foo Young
Mushroom Egg Foo Young
Shrimp Egg Foo Young
House Special Egg Foo Young
Seafood Combination Delight
Orange Beef
Dragon and Phoenix
Lung Fung Kow
Four Seasons
Three Treasure
Happy Family
Mongolian Delight
Triple Delight
Salt and Pepper Shrimp
Beef and Scallop Hunan Style
Shrimp and Scallop Hunan Style
Lemon Chicken
Empress Chicken
Sesame Chicken
General Tso's Chicken
Orange Flavored Chicken
Hot and Spicy Chicken Wings
Sweet and Sour Pork
Sweet and Sour Chicken
Sweet and Sour Shrimp
Sweet and Sour Delight
Shrimp with Mixed Vegetables
Hong Sue Shrimp
Curry Shrimp
Shrimp with Lobster Sauce
Shrimp with Garlic Sauce
Cashew Shrimp
Shrimp with Peapods and Water Chestnuts
Moo Shu Shrimp
Spicy Shrimp
Szechwan Shrimp
Hunan Shrimp
Kung Bao Shrimp
Shrimp with String Bean and Onion
Beef with Mixed Vegetables
Pepper Steak with Onion
Curry Beef
Cashew Beef
Beef with Garlic Sauce
Beef with Peapods and Water Chestnuts
Beef with Broccoli
Beef with Mushroom and Onion
Moo Shu Beef
Spicy Beef
Szechwan Beef
Hunan Beef
Mongolian Beef
Kung Bao Beef
Beef with String Beans and Onion
Chicken with Mixed Vegetables
Hong Sue Chicken
Curry Chicken
Chicken with Peapods and Water Chestnuts
Chicken with Broccoli
Chicken Almond Ding
Chicken Almond Subgum
Cashew Chicken
Chicken with Mushroom and Onion
Pepper Chicken with Onion
Chicken with Garlic Sauce
Moo Shu Chicken
Spicy Chicken
Szechwan Chicken
Hunan Chicken
Mongolian Chicken
Kung Bao Chicken
Chicken with String Beans and Onions
Bar-B-Q Pork with Mixed Vegetables
Bar-B-Q Pork with Peapods and Water Chestnuts
Bar-B-Q Pork with Broccoli
Moo Shu Pork
Spicy Bar-B-Q Pork
Kung Bao Bar-B-Q Pork
Twice Cooked Pork
Vegetarian Delight
Peapods
Broccoli
String Bean and Onion
MaPo Tofu
Steamed Rice
Crispy Noodles
Almond Cookies (5)
Fortune Cookies
Soda (Can)
Soda (2 Liter)
Fresh Fruit Smoothie
Extra Chicken
Extra Pork
Extra Beef
Extra Shrimp
Extra Vegetables
Vegetable Chop Suey or Chow Mein
Fine Cut Pork Chop Suey or Chow Mein
Bar-B-Q Pork Chop Suey or Chow Mein
Chicken Chop Suey or Chow Mein
Beef Chop Suey or Chow Mein
Shrimp Chop Suey or Chow Mein
Special Chop Suey or Chow Mein
Vegetable with Cantonese Style Noodle
Fine Cut Pork with Cantonese Style Noodle
Bar-B-Q Pork with Cantonese Style Noodle
Chicken with Cantonese Style Noodle
Beef with Cantonese Style Noodle
Shrimp with Cantonese Style Noodle
Special with Cantonese Style Noodle
Vegetable Lo Mein
Bar-B-Q Pork Lo Mein
Chicken Lo Mein
Beef Lo Mein
Shrimp Lo Mein
Special Lo Mein
Singapore Rice Noodle
Shrimp Chow Fun
Chicken Chow Fun
Bar-B-Q Pork Chow Fun
Vegetarian Chow Fun
Special Chow Fun
Pan Fried Noodles
Steamed Chicken with Broccoli
Steamed Shrimp with Broccoli
Steamed Broccoli
Steamed Mixed Vegetables
Steamed Mixed Vegetables with Chicken
Steamed Mixed Vegetables with Shrimp
Dinner for Two
Dinner for Three
Dinner for Four
Dinner for Five
Fried Rice Party Tray
Vegetable Entrees Party Tray
Chicken Entrees Party Tray
Beef Entrees Party Tray
Shrimp Entrees Party Tray
General Tso's Chicken Party Tray
Sesame Chicken Party Tray
Orange Chicken Party Tray
Egg Roll (20) Part Tray
Crab Rangoons (30) Party Tray
Chicken Egg Foo Young
Shrimp Egg Foo Young
Sweet and Sour Chicken
Sweet and Sour Pork
Chicken with Garlic Sauce
Shrimp with Garlic Sauce
General Tso's Chicken
Orange Chicken
Sesame Chicken
Empress Chicken
Hunan Chicken
Szechwan Beef
Kung Bao Chicken
Kung Bao Beef
Mongolian Chicken
Mongolian Beef
Shrimp with Lobster Sauce
Shrimp with Mixed Vegetables
Chicken Chop Suey
Beef Chop Suey
Chicken Broccoli
Beef Broccoli
Chicken Peapods and Water Chestnuts
Beef Peapods and Water Chestnuts
Pepper Steak
MooGoo Gai Pan
Chicken Lo Mein
Roast Pork Lo Mein
Cashew Chicken
Chicken with Vegetables
Beef with Vegetables
Fried Chicken Wings
Mixed Chicken Vegetables
