name
Signature Dry Chili Fantail Shrimp
Chicken Egg Roll 2pc
Philly Cheese Steak Spring Roll 2pc
Cheng Du Spicy Wonton
Cheng Du Spicy Dumpling
4 Pieces Crispy Crab Rangoon
Signature Dry Chili Calamari
Sweet and Spicy Beef Shumai
Freezing Okra
Szechuan Spicy Beef and Maw
Fatty Slice Pork with Fresh Garlic
Bon Bon Chicken Slice
Wood Ear Mushroom Salad
Mala Crawfish Salad
Fruity Crawfish Salad
Szechuan Style Cucumber (garlic)
Mama's Pork Elbow Soup
Hot and Sour Soup
Egg Drop Soup
Wonton Soup
Meat Ball and Spinach Soup
Cilantro and Tofu Soup
Sour Pickle and Fish Fillet Soup
Hangzhou West Lake Beef Soup
Clam and Winter Melon Soup
Pig Oil Green Onion Cold Noodle
Szechuan Dan Dan Noodle
Szechuan Spicy Cold Noodle
Cold Noodle with Sesame Sauce
Apple Wood Charcoal Grill Whole Fish
Apple Wood Charcoal Lychee Grill Whole Fish
Apple Wood Charcoal Grill Ribeye Steak
Apple Wood Charcoal Grill Lamb Chop
Sand Ginger Fly Chicken
Chef Special Chinese Wine and Soup Chicken Pot
MCCB Special Fried Tofu
Traditional Sweet and Sour Short Ribs
Pure Cumin Powder Short Ribs
Mei Zhou Special Baby Back Ribs
Meiji Style Jumbo Shrimp
Szechuan Numb Spicy Craw Fish
Szechuan Numb Spicy Mussels
Okra Stir Fried with Jumbo Shrimp
Szechaun Style Stir Fried Konjac and Duck
Stir Fried Duck in Beer Sauce
Traditional Green Pepper with Sliced Pork
Pork Stomach and Blood Cake Szechuan Style
Szechaun Style Twice Cooked Pork
Traditional Hong Sue Pork
Baby Taro with Chicken
Home Style Tofu
Okra Stir Fried with Egg
Special Moo Shu in Vinegar Sauce with Pork
Mongolian Flank Steak
MCCB White Soup Beef Maws and Tripes
Mapo Tofu
Peach Crispy Shrimp
Mango Crispy Shrimp
Lemon Crispy Shrimp
Coconut Crispy Shrimp
Whole Fish Famous Chong Qing Style
Whole Fish Boiled in Spicy Szechuan Sauce
Whole Fish Chinese Sour Pickle
Whole Fish Szechuan Green Pepper Corn
Whole Fish Canton Style Steam
Sliced Potato
Pao Jiao Stir Fried w/ Lotus Root
Peapod Leaves
Spinach
Baby Bok Choi
Chinese Lettuce
Tong Choi
Napa Cabbage
Egg Plant
Choi Sum
String Bean Vegetables
MCCB Special Mix Vegetables
Honey Black Pepper Flank Steak
Honey Black Pepper Chicken
Honey Black Pepper Beef Short Rib
Honey Black Pepper Jumbo Shrimp
Honey Black Pepper Ribeye Steak
Firm Tofu Sliced Pork
Firm Tofu Sliced Flank Steak
Lamb Cumin Powder
Flank Steak Cumin Powder
House Special Mala Combination Base Hot Pot
Signature Chengdu Style Hot Pot
Szechuan Twice Cooked Pork Fried Rice
Traditional Yang Zhou Fried Rice
Hawaii Fried Rice
Dan Dan Style Pork Fried Rice
Traditional Fried Rice Selections
Chicken Chow Mein
Flank Steak Chow Mein
Jumbo Shrimp Chow Mein
Vegetable Chow Mein
Combination Chow Mein
Chicken and Cauliflower
Flank Steak and Cauliflower
Jumbo Shrimp and Cauliflower
Lamb and Cauliflower
Pork and Cauliflower
Flank Steak and Broccoli
Chicken and Broccoli
Jumbo Shrimp and Broccoli
Lamb and Broccoli
Pork and Broccoli
Mongolian Flank Steak
Mongolian Chicken
Mongolian Ribeye Steak
Mongolian Jumbo Shrimp
Mongolian Lamb
Mongolian Pork
Black Bean Sauce Clam
MCCB White Soup and Clam
Szechuan Mala Clam
Szechuan Chili Pickle Clam
Orange Flavor Chicken
Orange Flavor Flank Steak
Orange Flavor Fantail Shrimp
General Tao Chicken
General Tao Flank Steak
General Tao Fantail Shrimp
Sweet Sesame Chicken
Sweet Sesame Flank Steak
Sweet Sesame Fantail Shrimp
Tender Tofu w/ Fish Fillet
Tender Tofu w/Flank Steak
Sweet and Sour Fantail Shrimp
Sweet and Sour Chicken
String Bean Chicken
String Bean Flank Steak
String Bean Jumbo Shrimp
String Bean Lamb
String Bean Pork
Szechuan Boiled Flank Steak
Szechuan Boiled Fish Fillet
Szechuan Boiled Lamb
Szechuan Boiled Whole Frog
Salt and Pepper Whole Jumbo Shrimp
Salt and Pepper Short Ribs
Salt and Pepper Soft Tofu
Kung Pao Chicken
Kung Pao Flank Steak
Kung Pao Jumbo Shrimp
Eggplant with Spicy Garlic Sauce
Chicken with Spicy Garlic Sauce
Flank Steak with Spicy Garlic Sauce
Jumbo Shrimp with Spicy Garlic Sauce
Sliced Pork with Spicy Garlic Sauce
Szechuan Style Gan Guo Cauliflower
Szechuan Style Gan Guo Chicken
Szechuan Style Gan Guo Jumbo Shrimp
Szechuan Style Gan Guo Potato
Szechuan Style Gan Guo Whole Frog
Szechuan Style Gan Guo Pork Elbow
Szechuan Style Gan Guo Pork Intestine
Pork Intestine Szechuan Style Stir Fry
Sliced Flank Steak Szechuan Style Stir Fry
Chef's Special Stir Fried Chicken (white meat)
Chef's Special Stir Fried Flank Steak
Chef's Special Stir Fried Lamb
Szechuan Diving Style w/ Whole Frog
Szechuan Diving Style w/ Rabbit
Szechuan Diving Style w/ Chicken (dark meat)
Szechuan Pepper Corn (aka - Mala) Pork Intestine
Szechuan Pepper Corn (aka - Mala) Fish Fillet
Szechuan Pepper Corn (aka - Mala) Flank Steak
Szechuan Pepper Corn (aka - Mala) Lamb
Szechuan Pepper Corn (aka - Mala) Mussel
Szechuan Pepper Corn (aka - Mala) Craw Fish
Signature Dry Chili Chicken (dark meat)
Signature Dry Chili Fried Tofu
Signature Dry Chili Rabbit
Signature Dry Chili Flank Steak
Signature Dry Chili Pork Intestine
White Fungus with Papaya
Lotus Seed and Lilium
Purple Sweet Potato
MCCB Herbal Jelly
Coca Cola Soda
Diet Cola Soda
Sprite Soda
